Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
268,Captain Caveman and the Teen Angels,20.0,1978-1979,ABC,Hanna-Barbera,,Traditional,6.4,89%,Captain Caveman and the Teen Angels,American animated series (1977–1980),"Captain Caveman and the Teen Angels is an American animated mystery comedy series created by Joe Ruby and Ken Spears and produced by Hanna-Barbera Productions for ABC. The series aired during the network's Saturday morning schedule from September 10, 1977, to June 21, 1980.",https://en.wikipedia.org/wiki/Captain_Caveman_and_the_Teen_Angels,success
270,Captain Planet and the Planeteers,113.0,1990-1996,TBS,DIC EntertainmentHanna-Barbera,,Traditional,6.7,89%,Captain Planet and the Planeteers,American animated television series,"Captain Planet and the Planeteers, commonly referred to as simply Captain Planet, is an American animated environmentalist superhero television series created by Barbara Pyle and Ted Turner and developed by Pyle, Nicholas Boxer, Thom Beers, Andy Heyward, Robby London, Bob Forward, and Cassandra Schafausen. The series was produced by Turner Program Services and DIC Enterprises and broadcast on TBS and in syndication from September 15, 1990, to December 5, 1992.",https://en.wikipedia.org/wiki/Captain_Planet_and_the_Planeteers,success
271,Captain Simian & the Space Monkeys,26.0,1996-1997,Syndication,"Monkeyshine Productions, Inc.",,Traditional,7.6,93%,Captain Simian & the Space Monkeys,American animated television series,"Captain Simian & the Space Monkeys is an American science fiction comedy animated television series. The show premiered in August 16, 1996 in the United Kingdom and September 7, 1996, in the United States, and ended after 26 episodes on June 21, 1997. It was produced by Hallmark Entertainment, Monkeyshine Productions, Inc., and distributed by Bohbot Entertainment and aired as part of the company's Amazin' Adventures syndicated animation block, later known as the Bohbot Kids Network.",https://en.wikipedia.org/wiki/Captain_Simian_%26_the_Space_Monkeys,success
272,Capt'n Sailorbird,190.0,1959,Syndication,Magic Screen Pictures Inc.,,Traditional,4.2,64%,Capt'n Sailorbird,1959 American TV series or program,"Capt'n Sailorbird is an American syndicated animated television series which debuted in 1959. An anthology series of sorts, the Sailorbird character introduced foreign language cartoons which were reedited and dubbed into English for the series by Paul Killiam. 190 five-minute episodes were produced, which were inserted into individual stations' children's shows. Longer cartoons were serialized over the course of multiple episodes.",https://en.wikipedia.org/wiki/Capt'n_Sailorbird,success
273,Care Bears & Cousins,12.0,2015-2016,Netflix,Splash EntertainmentAmerican Greetings,,CGI,6.9,74%,Care Bears & Cousins,American animated television series,"Care Bears & Cousins is an American animated adventure television series released on November 6, 2015, on Netflix. Produced by American Greetings Properties and animated by Splash Entertainment, the series is a continuation of the previous series Care Bears: Welcome to Care-a-Lot, re-introduces four of the Care Bear cousins - Brave Heart Lion, Bright Heart Raccoon, Lotsa Heart Elephant and Cozy Heart Penguin. The series was removed from Netflix on November 6, 2025, exactly 10 years after the show first premiered.",https://en.wikipedia.org/wiki/Care_Bears_%26_Cousins,success
274,Care Bears: Adventures in Care-a-lot,26.0,2007-2008,CBS,SD Entertainment,,Traditional,5.5,91%,Care Bears: Adventures in Care-a-lot,American animated television series,"Care Bears: Adventures in Care-a-Lot is an American animated television series based on the Care Bears franchise produced by American Greetings Properties and animated by SD Entertainment. The series functions as part of the fourth incarnation of the franchise, and centers on the adventures and escapades of the titular Care Bears - Cheer, Share, Grumpy, Funshine, and Oopsy, as they help their fellow Care Bear friends and battle against the main antagonist Grizzle.",https://en.wikipedia.org/wiki/Care_Bears%3A_Adventures_in_Care-a-lot,success
275,Care Bears: Welcome to Care-a-Lot,26.0,2012,The Hub,MoonScoop EntertainmentAmerican Greetings,,CGI,5.4,58%,Care Bears: Welcome to Care-a-Lot,2012 American animated TV series,"Care Bears: Welcome to Care-a-Lot is an American animated television series based on the Care Bears franchise for The Hub. Produced by American Greetings and animated by MoonScoop Entertainment, the series centers on seven teddy bears named ""Care Bears"" who go on adventures throughout the magical land of Care-a-Lot, as well as helping children who have issues they need to solve.",https://en.wikipedia.org/wiki/Care_Bears%3A_Welcome_to_Care-a-Lot,success
276,Cars on the Road,9.0,2022,Disney+,Pixar Animation Studios,,CGI,6.9,72%,Cars on the Road,Disney+ series,"Cars on the Road is an American animated miniseries produced by Pixar Animation Studios for the Disney+ streaming service and based on the Cars franchise. The main cast includes Owen Wilson as Lightning McQueen and Larry the Cable Guy as Mater. The series is written by Steve Purcell and produced by Marc Sondheimer. Set after the events of Cars 3 (2017), Cars on the Road follows Lightning and Mater on a road trip to attend the wedding of Mater's sister, while visiting various locations and characters along the way.",https://en.wikipedia.org/wiki/Cars_on_the_Road,success
277,Cars Toons,15.0,2008-2014,Disney Channel,Pixar Animation Studios,,CGI,6.8,89%,Cars Toons,American animated short series by Pixar,"Cars Toons is an American animated short series based on the Cars franchise. It features Lightning McQueen, Mater, and their friends in comedic antics and adventures canonical to the films. Larry the Cable Guy reprises his role as Mater while Keith Ferguson replaces Owen Wilson as the voice of Lightning McQueen until ""The Radiator Springs 500 ½"", when Wilson reprises his role.",https://en.wikipedia.org/wiki/Cars_Toons,success
278,Cartoon Alley,47.0,2004-2007,Turner Classic Movies,,,Traditional,8.1,88%,Cartoon Alley,American animated TV series,Cartoon Alley is an American animated children's animated anthology series which aired on Turner Classic Movies on Saturday mornings from 2004 to 2007. It featured classic animated shorts.,https://en.wikipedia.org/wiki/Cartoon_Alley,success
279,Cartoon Planet,146.0,"1995-1998, 2012-2014",TBSCartoon Network,,,Traditional (season 1)/Flash (season 2-3),8.5,86%,Cartoon Planet,Programming block on Cartoon Network,"Cartoon Planet is an American television programming block that originally ran from 1995 to 1998 on Cartoon Network. Produced by Cartoon Network Productions and later Ghost Planet Industries, it serves as a child-friendly spin-off of Space Ghost Coast to Coast. It centered on Space Ghost recruiting his imprisoned evil nemesis Zorak and his loud and dimwitted archenemy Brak to assist him in hosting a variety show. A revival without the involvement of Williams Street ran from 2012 to 2014 on the network.",https://en.wikipedia.org/wiki/Cartoon_Planet,success
280,The Casagrandes,70.0,2019-2022,Nickelodeon,Nickelodeon Animation Studio,,Flash,5.8,83%,The Casagrandes,American animated television series,"The Casagrandes is an American animated sitcom developed by Michael Rubiner and Miguel Puga that aired on Nickelodeon from October 14, 2019 to September 30, 2022. It is a spin-off of The Loud House and the second television series in the overall franchise, which follows the adventures of Ronnie Anne, her brother Bobby Santiago, and their family living in the fictional Great Lakes City. An animated feature film which serves as a continuation and series finale to the show was released on Netflix on March 22, 2024.",https://en.wikipedia.org/wiki/The_Casagrandes,success
281,Casper and the Angels,13.0,1979,NBC,Hanna-Barbera,,Traditional,5.7,86%,Casper and the Angels,1979 American animated television series,"Casper and the Angels is an American animated television series based on the Harvey Comics cartoon character Casper the Friendly Ghost, produced by Hanna-Barbera Productions and broadcast on NBC from September 22 to December 15, 1979.",https://en.wikipedia.org/wiki/Casper_and_the_Angels,success
282,Castlevania,32.0,2017-2021,Netflix,Frederator Studios,,Traditional,8.3,90%,Castlevania,Video game series,"Castlevania, known in Japan as Akumajō Dracula, is a gothic horror action-adventure video game series and media franchise created by Konami. The series is largely set in the castle of Count Dracula, the arch-enemy of the Belmont clan of vampire hunters.",https://en.wikipedia.org/wiki/Castlevania,success
283,Castlevania: Nocturne,8.0,2023-present,Netflix,Frederator Studios,,Traditional,7.4,80%,Castlevania: Nocturne,2023 Netflix animated series based on Castlevania,"Castlevania: Nocturne is an American adult animated dark fantasy action television series created and written by Clive Bradley for Netflix. A sequel to the Castlevania animated series (2017–2021), it is based on the video game series of the same name by Konami and adapted from the game Castlevania: Rondo of Blood (1993).",https://en.wikipedia.org/wiki/Castlevania%3A_Nocturne,success
284,The Cat&Birdy Warneroonie PinkyBrainy Big Cartoonie Show,,1999-2000,Kids' WB,Warner Bros. Animation,,Traditional,6.7,54%,The Cat&Birdy Warneroonie PinkyBrainy Big Cartoonie Show,Television series,"The Cat&Birdy Warneroonie PinkyBrainy Big Cartoonie Show, or The Big Cartoonie Show for short, is a compilation program that aired on Kids' WB from January 16, 1999 to August 31, 2000. It followed a theme similar to previous Saturday morning cartoons featuring Looney Tunes shorts.",https://en.wikipedia.org/wiki/The_Cat%26Birdy_Warneroonie_PinkyBrainy_Big_Cartoonie_Show,success
285,CatDog,68.0,1998-2005,Nickelodeon,"Peter Hannan Productions
Nickelodeon Animation Studio",,Traditional,6.5,89%,CatDog,American animated television series,"CatDog is an American animated sitcom created by Peter Hannan for Nickelodeon. The series follows the zany hijinks of orange-furred conjoined brothers of different species, with one half of the resultant animal being a cat and the other a dog. Nickelodeon produced the series from Burbank, California. The first episode aired on April 4, 1998, following the 1998 Kids' Choice Awards, before the series officially premiered on October 5, 1998. Similarly, the Season 2 episode ""Fetch"" was shown in theaters in 1998 before airing on television.",https://en.wikipedia.org/wiki/CatDog,success
286,Catscratch,20.0,2005-2007,Nickelodeon,Nickelodeon Animation Studio,,Traditional,6.7,95%,Catscratch,American animated television series,"Catscratch is an American animated sitcom created by Doug TenNapel for Nickelodeon. It aired from July 9, 2005, to February 10, 2007. It is a loose adaptation of TenNapel's comic book series, Gear, which in the series is also the name of a monster truck owned by the three main characters. The series features music composed by longtime TenNapel collaborator Terry Scott Taylor.",https://en.wikipedia.org/wiki/Catscratch,success
287,The Catillac Cats,,1984-1985,Syndication,DIC Entertainment,,Traditional,6.6,95%,The Catillac Cats,Segment in the 1984 animated TV series Heathcliff,The Catillac Cats is the name of a group of characters that starred in the secondary segment of the 1984 animated series of Heathcliff. Most episodes revolve around Riff-Raff's get-rich-quick schemes or searches for food.,https://en.wikipedia.org/wiki/The_Catillac_Cats,success
288,Cattanooga Cats,17.0,1969-1971,ABC,Hanna-Barbera,,Traditional,7.2,95%,Cattanooga Cats,American animated television series,"Cattanooga Cats is an American animated television series produced by Hanna-Barbera Productions that aired on ABC from September 6, 1969, to September 4, 1971.",https://en.wikipedia.org/wiki/Cattanooga_Cats,success
289,Cave Kids,8.0,1996,Syndication,Hanna-Barbera,,Traditional,7.7,72%,Cave Kids,American animated children's television series,"Cave Kids is an American animated preschool television series produced by Hanna-Barbera Cartoons and a spin-off of The Flintstones. The show was syndicated to public television stations by Warner Bros. Television from September 29 to November 17, 1996, with reruns available until 1999. It is also Hanna-Barbera's final television series produced before being acquired by Time Warner. The show also aired reruns on Boomerang and MeTV Toons.",https://en.wikipedia.org/wiki/Cave_Kids,success
290,CB Bears,13.0,1977,NBC,Hanna-Barbera,,Traditional,5.7,88%,CB Bears,American animated television series,"CB Bears is an American animated television series produced by Hanna-Barbera Productions, which aired on NBC from September 10 to December 3, 1977.",https://en.wikipedia.org/wiki/CB_Bears,success
291,Centaurworld,18.0,2021,Netflix,Netflix Animation,,Traditional,7.7,80%,Centaurworld,American animated television series,"Centaurworld is an American animated musical comedy-drama television series created by Megan Dong, with songs by Dong and Dominic Bisignano. Produced by Sketchshark Productions and Netflix Animation, it premiered on Netflix on July 30, 2021. A second and final season was released on December 7, 2021.",https://en.wikipedia.org/wiki/Centaurworld,success
292,Central Park,39.0,2020-2022,Apple TV+,Wilo Productions,,Flash,6.9,59%,Central Park,"Public park in Manhattan, New York","Central Park is an urban park between the Upper West Side and Upper East Side neighborhoods of Manhattan in New York City, and the first landscaped park in the United States. It is the sixth-largest park in the city, containing 843 acres (341 ha), and the most visited urban park in the United States, with an estimated 42 million visitors annually as of 2016. Central Park is owned by the New York City Department of Parks and Recreation but has been managed by the Central Park Conservancy since 1998 under a contract with the government of New York City in a public–private partnership. The conservancy, a non-profit organization, sets Central Park's annual operating budget and is responsible for care of the park.",https://en.wikipedia.org/wiki/Central_Park,success
293,Centurions,65.0,1986,Syndication,Ruby-Spears Enterprises,,Traditional,7.6,96%,Centurion,Army officer in Imperial Rome,"A centurion was a professional non-commissioned officer in the Roman army who commanded a group of soldiers called a centuria or ""century"".",https://en.wikipedia.org/wiki/Centurion,success
294,Ceasar and Chuy,26.0,2007,LATV,Overman Productions,,Flash,4.6,54%,Ceasar and Chuy,2007 American TV series or program,"Ceasar and Chuy is an American animated television series created by Alfonso Amey and Keu Reyes. The series premiered November 8, 2007 on the LATV Network. On June 12, 2008, the series began airing on Mun2.",https://en.wikipedia.org/wiki/Ceasar_and_Chuy,success
295,ChalkZone,40.0,2002-2008,Nickelodeon,Frederator Studios,,Traditional,6.5,93%,ChalkZone,American animated television series,"ChalkZone is an American animated television series created by Bill Burnett and Larry Huber for Nickelodeon. The series follows Rudy Tabootie, an elementary school student who discovers a box of magic chalk that allows him to draw portals into the ChalkZone, an alternate dimension where everything ever drawn with chalk and later erased comes to life. Rudy is joined in his adventures by Snap, a wisecracking superhero Rudy once drew with chalk, and Penny Sanchez, Rudy's academically intellectual classmate and personal friend.",https://en.wikipedia.org/wiki/ChalkZone,success
296,Challenge of the GoBots,65.0,1984-1985,Syndication,Hanna-Barbera,,Traditional,6.3,87%,Challenge of the GoBots,1984 American TV series or program,"Challenge of the GoBots is an American animated series produced by Hanna-Barbera, based on the GoBots toyline released from Tonka. The show was first broadcast in syndication on September 8, 1984, then the show joined the weekday/weekend programming block The Funtastic World of Hanna-Barbera on September 15, 1985. It was later rerun on the USA Cartoon Express.",https://en.wikipedia.org/wiki/Challenge_of_the_GoBots,success
297,Challenge of the Superfriends,16.0,1978,ABC,Hanna-Barbera,,Traditional,7.2,68%,Challenge of the Superfriends,American animated television series,"Challenge of the Superfriends is an American animated television series about a team of superheroes which ran from September 9 to December 23, 1978, on ABC. The complete series was produced by Hanna-Barbera Productions and is based on the Justice League and associated comic book characters published by DC Comics and created by Julius Schwartz, Gardner Fox and Mike Sekowsky. It was the third series of Super Friends cartoons, following the original Super Friends in 1973 and The All-New Super Friends Hour in 1977.",https://en.wikipedia.org/wiki/Challenge_of_the_Superfriends,success
298,Channel Umptee-3,13.0,1997-1998,Kids' WB,Adelaide Productions,,Traditional,6.8,54%,Channel Umptee-3,Television series,"Channel Umptee-3 is a Saturday morning animated television series created by Jim George and produced by Norman Lear. It aired on The WB as part of the Kids' WB programming block from October 25, 1997 to February 20, 1998. The one-season cartoon was designed to teach children to appreciate the wonders of everyday things, such as sleep and water. The title is derived from the fictitonal number ""umpteen"". It was also the last television series that Lear was involved in as an executive producer until the 2017 revival of One Day at a Time.",https://en.wikipedia.org/wiki/Channel_Umptee-3,success
299,The Charlie Brown and Snoopy Show,18.0,1983-1985,CBS,Bill Melendez Productions,,Traditional,7.4,95%,The Charlie Brown and Snoopy Show,American animated television series,The Charlie Brown and Snoopy Show is an American animated television series featuring characters and storylines from the Charles M. Schulz comic strip Peanuts as first presented for television in the Peanuts animated specials. It aired Saturday mornings on the CBS network from 1983 to 1985.,https://en.wikipedia.org/wiki/The_Charlie_Brown_and_Snoopy_Show,success
301,Chibiverse,4.0,2022-present,Disney Channel,Disney Television Animation,,Traditional,6.4,50%,Chibiverse,American animated television series,"Chibiverse is an American animated television series developed by Gino Guzzardo, produced by Disney Television Animation and premiered on Disney Channel on July 30, 2022. The series is based on the studio's Chibi Tiny Tales short series and features and stars chibi versions of various Disney Channel stars and cartoon characters.",https://en.wikipedia.org/wiki/Chibiverse,success
302,The Chica Show,51.0,2012-2015,Sprout,Sprout Originals,,Flash/Live-Action,6.4,64%,The Chica Show,American children's television series (2012–2015),"The Chica Show is an American live-action/animated children's television series based on the puppetry segments of The Sunny Side Up Show on Sprout, which features the chicken puppet character Chica in full episodic and animated adventures rather than the traditional continuity of The Sunny Side Up Show. The program premiered on November 24, 2012, with a preview episode airing on October 31, 2012. The program began to air as part of the NBC Kids block on Comcast/NBCUniversal's sister network NBC in February 2013, and is fully compliant with E/I regulations. A second season started on July 29, 2013 and ended in 2015.",https://en.wikipedia.org/wiki/The_Chica_Show,success
303,Chicago Party Aunt,16.0,2021-present,Netflix,"Titmouse, Inc.",,Flash,5.6,71%,Chicago Party Aunt,American adult animated comedy series,"Chicago Party Aunt is an American animated sitcom created by Chris Witaske, Jon Barinholtz, and Katie Rich for Netflix. Inspired by Witaske's Twitter account, the series follows the antics of a middle-aged sports-loving woman sharing an apartment with her 18-year-old nephew.",https://en.wikipedia.org/wiki/Chicago_Party_Aunt,success
304,The Chicken Squad,29.0,2021-2022,Disney Junior,Wild Canary Animation,,CGI,5.8,72%,The Chicken Squad,American animated television series,"The Chicken Squad is an American animated television series created by Tom Rogers that aired on Disney Junior from May 14, 2021 to April 22, 2022. It is based on the books written by Doreen Cronin. The series features the voices of Yvette Nicole Brown, Ramone Hamilton, Gabriella Graves and Maxwell Simkins. The series theme song is performed by former Kids Incorporated star Renee Sands.",https://en.wikipedia.org/wiki/The_Chicken_Squad,success
305,"China, IL",30.0,2011-2015,Adult Swim,Williams Street,,Flash,7.1,75%,"China, IL",American animated television series,"China, IL is an American adult animated sitcom created by Brad Neely for Cartoon Network's nighttime programming block Adult Swim. It follows the surreal adventures of the staff of a college located in the titular city.",https://en.wikipedia.org/wiki/China%2C_IL,success
306,Chip 'n Dale: Rescue Rangers,65.0,1989-1990,Syndication,Walt Disney Television Animation,,Traditional,7.0,75%,Chip 'n Dale: Rescue Rangers,Topics referred to by the same term,"Chip 'n Dale: Rescue Rangers may refer to:Chip 'n Dale: Rescue Rangers , 1989 television series
Chip 'n Dale: Rescue Rangers (film), 2022 film
Chip 'n Dale Rescue Rangers , 1990 game based on the TV series
Chip 'n Dale Rescue Rangers 2, 1993 sequel to the 1990 game
Chip 'n Dale Rescue Rangers: The Adventures in Nimnul's Castle, 1990 computer game

",https://en.wikipedia.org/wiki/Chip_'n_Dale%3A_Rescue_Rangers,success
307,Chowder,49.0,2007-2010,Cartoon Network,Cartoon Network Studios,,Traditional,7.4,93%,Chowder,Category of soups,"Chowder is a type of thick soup prepared with milk or cream, a roux, and seafood or vegetables. Oyster crackers or saltines may accompany chowders as a side item, and cracker pieces may be dropped atop the dish.",https://en.wikipedia.org/wiki/Chowder,success
309,The Chuck Jones Show,6.0,2001-2002,Cartoon Network,Warner Bros. Cartoons,,Traditional,7.4,68%,Chuck Jones,American animator (1912–2002),"Charles Martin Jones was an American animator, filmmaker, painter, and voice actor, best known for his work with Warner Bros. Cartoons on the Looney Tunes and Merrie Melodies series of shorts. He wrote, produced, and/or directed many classic animated cartoon shorts starring Bugs Bunny, Daffy Duck, Wile E. Coyote and the Road Runner, Pepé Le Pew, Marvin the Martian, and Porky Pig, among others.",https://en.wikipedia.org/wiki/Chuck_Jones,success
310,Cita's World,,1999-2003,BET,,,CGI,6.5,94%,Cita's World,1999 American TV series or program,"Cita's World is a video music show that originally aired on BET from September 20, 1999 until January 3, 2003.",https://en.wikipedia.org/wiki/Cita's_World,success
312,Class of 3000,27.0,2006-2008,Cartoon Network,Cartoon Network Studios,,Traditional,6.5,91%,Class of 3000,2006–2008 American animated TV series for children,"Class of 3000 is an American animated children's musical television series created by André 3000 and Thomas W. Lynch for Cartoon Network. Produced by Tom Lynch Company and Moxie Turtle for Cartoon Network Studios, the series follows superstar and music teacher Sunny Bridges, who teaches a group of students at Atlanta, Georgia's Westley School of the Performing Arts. Bridges is a jazz and blues artist who occasionally lectures in Atlanta's Little Five Points residential area. Twenty-eight episodes were produced. The show debuted shortly after the hip-hop duo's breakup.",https://en.wikipedia.org/wiki/Class_of_3000,success
314,Cleopatra in Space,24.0,2020-2022,HuluPeacock,DreamWorks Animation Television,,Flash,6.6,73%,Cleopatra in Space,2014 comics series,"Cleopatra in Space is an American children's graphic novel series drawn and written since 2014 by Mike Maihack, and published by Graphix, a division of Scholastic.",https://en.wikipedia.org/wiki/Cleopatra_in_Space,success
315,Clerks: The Animated Series,6.0,2000-2002,ABC,View Askew Productions,,Traditional,7.4,91%,Clerks: The Animated Series,American animated sitcom,"Clerks is an American adult animated sitcom created by Kevin Smith for ABC. Based on Smith's 1994 comedy film of the same name, it was developed for television by Smith, Smith's producing partner Scott Mosier and former Seinfeld writer David Mandel with character designs by Stephen Silver, known for character designs in Disney Channel's Kim Possible and Nickelodeon's Danny Phantom. It is the first television show to be set in Smith's View Askewniverse. It is Disney’s second adult animated television series after The PJs.",https://en.wikipedia.org/wiki/Clerks%3A_The_Animated_Series,success
317,Close Enough,24.0,2020-2022,HBO Max,Cartoon Network Studios,,Traditional,7.8,82%,Close Enough,American adult animated sitcom,"Close Enough is an American adult animated sitcom created by J. G. Quintel. Originally intended to air on TBS in 2017, the project faced various delays and setbacks before eventually premiering on HBO Max on July 9, 2020. The series has received positive reviews, with critics comparing it favorably to Quintel's previous series, Regular Show, which aired on Cartoon Network from 2010 to 2017.",https://en.wikipedia.org/wiki/Close_Enough,success
319,Clutch Cargo,52.0,1959-1960,Syndication,Cambria Productions,,Traditional,5.5,65%,Clutch Cargo,American animated television series,"Clutch Cargo is an American animated television series created by cartoonist Clark Haas and produced by Cambria Productions, syndicated beginning on March 9, 1959. The series was notable for its limited animation yet imaginative stories, as well as for being the first widely-known use of Syncro-Vox technology.",https://en.wikipedia.org/wiki/Clutch_Cargo,success
321,Codename: Kids Next Door,78.0,2002-2008,Cartoon Network,Curious Pictures,,Traditional,7.2,94%,Codename: Kids Next Door,American animated spy fiction television series,"Codename: Kids Next Door is an American animated spy fiction television series created by Mr. Warburton for Cartoon Network. It was produced by Curious Pictures with assistance from Cartoon Network Studios. The series follows the adventures of a diverse group of five children who operate from a high-tech treehouse, fighting against adult and teenage tyranny with advanced 2×4 technology. Using their code names, they are Sector V, part of a global organization called the Kids Next Door.",https://en.wikipedia.org/wiki/Codename%3A_Kids_Next_Door,success
323,The Comic Strip,65.0,1987,Syndication,Rankin/Bass Animated Entertainment,,Traditional,7.8,84%,The Comic Strip,Group of British comedians,"The Comic Strip are a group of British comedians who came to prominence in the 1980s. They are known for their television series The Comic Strip Presents..., which was labelled as a pioneering example of the alternative comedy scene. The core members are Adrian Edmondson, Dawn French, Rik Mayall, Nigel Planer, Peter Richardson and Jennifer Saunders, with appearances by Keith Allen, Robbie Coltrane, Alexei Sayle and others.",https://en.wikipedia.org/wiki/The_Comic_Strip,success
325,The Completely Mental Misadventures of Ed Grimley,13.0,1988,NBC,Hanna-Barbera,,Traditional,7.5,83%,The Completely Mental Misadventures of Ed Grimley,American animated series,"The Completely Mental Misadventures of Ed Grimley is an American animated television series produced by Hanna-Barbera Productions and featuring Martin Short's fictional character Ed Grimley. The show aired on NBC from September 10 to December 3, 1988 for a single season of 13 episodes. The show is the only Saturday morning animated adaptation of both an SCTV character and a Saturday Night Live character, and the first Saturday morning cartoon featuring an SCTV cast member.",https://en.wikipedia.org/wiki/The_Completely_Mental_Misadventures_of_Ed_Grimley,success
326,Conan and the Young Warriors,13.0,1994,CBS,Sunbow Entertainment,,Traditional,7.0,85%,Conan and the Young Warriors,1994 American TV series or program,"Conan and the Young Warriors is a 1994 American television animated series produced by Sunbow Entertainment and aired by CBS as a sequel to the animated series Conan the Adventurer, but featuring a different set of characters. The series was developed by Michael Reaves and directed by John Grusd. It lasted only for one season of 13 episodes.",https://en.wikipedia.org/wiki/Conan_and_the_Young_Warriors,success
328,Costume Quest,14.0,2019,Amazon Prime Video,Amazon Studios,,Flash,7.1,45%,Costume Quest,2010 video game,"Costume Quest is a party-based role-playing video game developed by Double Fine Productions and published by THQ on October 20, 2010. In the game, the player controls a child who is trick-or-treating with their twin on Halloween night when they encounter a monster that kidnaps their sibling. The player must travel around the local neighborhood collecting items for their costume, candy, and fellow children as companions in order to face the leader of the monsters and rescue their sibling. The costume aspects are used in turn-based battle segments, where the player character and companions are transformed into whatever they are dressed as to fight other monsters; the costume aspects are also used for abilities outside of battles.",https://en.wikipedia.org/wiki/Costume_Quest,success
329,Courage the Cowardly Dog,52.0,1999-2002,Cartoon Network,Stretch Films,,Traditional,8.3,96%,Courage the Cowardly Dog,American animated television series,"Courage the Cowardly Dog is a 1999 American animated comedy horror television series created by John R. Dilworth for Cartoon Network. It follows an anthropomorphic dog named Courage, who lives with an elderly couple, Muriel and Eustace Bagge, in the middle of Nowhere, a fictional town in Kansas. In each episode, Courage and his owners are thrown into paranormal or supernatural adventures. The series is known for its dark, surreal humor and atmosphere.",https://en.wikipedia.org/wiki/Courage_the_Cowardly_Dog,success
330,Courageous Cat and Minute Mouse,130.0,1960-1962,Syndication,Trans-Artists Productions,,Traditional,7.4,82%,Courageous Cat and Minute Mouse,American 1960s children's animated TV series,"Courageous Cat and Minute Mouse is an American animated television series that was produced by Trans-Artists Productions and syndicated by Tele Features Inc. The characters were originated and created by authors Bob Kane and Gerald J. Rappoport as a parody of Kane's earlier creations, Batman and Robin. In many ways, Courageous Cat and Minute Mouse presages the camp aspects of the later Batman live-action series, which William Dozier and Howie Horwitz produced as a villain-driven action-comedy lampoon. Storyboard design was by Kane's assistant/ghost Sheldon Moldoff.",https://en.wikipedia.org/wiki/Courageous_Cat_and_Minute_Mouse,success
331,Cow and Chicken,52.0,1997-1999,Cartoon Network,Hanna-Barbera,,Traditional,6.5,89%,Cow and Chicken,American animated television series,"Cow and Chicken is an American animated sitcom created by David Feiss for Cartoon Network. It is the third of the network's Cartoon Cartoons. It follows the surreal adventures of two talking animal siblings, Cow and Chicken. They’re often antagonized by the Red Guy, a cartoonish version of the Devil who poses as various characters to scam them.",https://en.wikipedia.org/wiki/Cow_and_Chicken,success
332,Craig of the Creek,170.0,2018-present,Cartoon Network,Cartoon Network Studios,,Traditional,7.5,91%,Craig of the Creek,American animated sitcom,"Craig of the Creek is an American animated sitcom created by Matt Burnett and Ben Levin for Cartoon Network. The show's pilot episode debuted directly on December 1, 2017. The series premiered online on February 19, 2018, with a double-premiere event airing on March 30, 2018.",https://en.wikipedia.org/wiki/Craig_of_the_Creek,success
333,The Crayon Box,26.0,1997-1998,Syndication,Sunbow Entertainment,,Traditional/Live-Action,2.1,34%,The Crayon Box,1997 American TV series or program,"The Crayon Box is an American live-action/animated children's television series that was aired in syndication from 1997 to 1998, based on the poem The Crayon Box That Talked by Shane DeRolf, which was first recited on the titular episode of DeRolf's series Zazoo U, before being published as a standalone book in 1997. The show followed Bananas in Pajamas as part of a 30-minute double-show, with each show being 15 minutes. The show's tagline was ""A Good Show Helping to Build Great Kids"". There were many characters beside the crayon characters, that were both live-action puppets, and animated.",https://en.wikipedia.org/wiki/The_Crayon_Box,success
334,The Critic,23.0,1994-1995,ABC,Gracie Films,,Traditional,7.8,85%,The Critic,American adult animated sitcom,"The Critic is an American animated sitcom revolving around the life of New York film critic Jay Sherman, voiced by Jon Lovitz. It was created by writing partners Al Jean and Mike Reiss, who had previously worked as writers and showrunners on the third and fourth seasons of The Simpsons. Twenty-three episodes of The Critic were produced. The show was first broadcast on ABC in 1994 and finished its original run on Fox in 1995.",https://en.wikipedia.org/wiki/The_Critic,success
335,Cro,21.0,1993-1994,ABC,Film Roman,,Traditional,8.4,90%,CRO,Topics referred to by the same term,"CRO, Cro, or CrO may refer to:",https://en.wikipedia.org/wiki/CRO,success
336,The Croods: Family Tree,39.0,2021-2023,HuluPeacock,DreamWorks Animation Television,,CGI,6.8,67%,The Croods: Family Tree,American animated TV series,"The Croods: Family Tree is an American animated television series that is produced by DreamWorks Animation under DreamWorks Animation Television. The series is based on the 2013 animated film The Croods, taking place after the events of The Croods: A New Age (2020). The series was released on September 23, 2021, with a second season premiered April 5, 2022, and a third season premiered on June 2, 2022. A fourth season premiered on August 31, 2022. A fifth season premiered on November 25, 2022. A sixth season premiered on March 30, 2023. A seventh season premiered on July 27, 2023, while the eighth and final season premiered on November 9, 2023.",https://en.wikipedia.org/wiki/The_Croods%3A_Family_Tree,success
337,Crossing Swords,20.0,2020-2021,Hulu,Stoopid Buddy Stoodios,,Stop-Motion,6.7,70%,Crossing Swords,2020s American adult animated comedy TV series,"Crossing Swords is an American adult stop-motion animated sitcom created by John Harvatine IV and Tom Root for Hulu. The series premiered on June 12, 2020. Six days after its premiere, the series was renewed for a second season, which premiered on December 10, 2021.",https://en.wikipedia.org/wiki/Crossing_Swords,success
